County,Adjusted Gross Income,Number of Returns,Total Salaries & Wages
"Harrison County, OH","75,000 - $99,999",640.0,42825.0
"Harrison County, OH","100,000 - $199,999",550.0,45519.0
"Harrison County, OH","$200,000 or more",160.0,10778.0
"Henry County, OH",Under $1,140.0,486.0
"Henry County, OH","1 - $9,999",2080.0,8169.0
"Henry County, OH","10,000 - $24,999",2970.0,37240.0
"Henry County, OH","25,000 - $49,999",3610.0,101292.0
"Henry County, OH","50,000 - $74,999",2420.0,113598.0
"Henry County, OH","75,000 - $99,999",1490.0,96069.0
"Henry County, OH","100,000 - $199,999",1230.0,109681.0
"Henry County, OH","$200,000 or more",190.0,24287.0
"Highland County, OH",Under $1,260.0,785.0
"Highland County, OH","1 - $9,999",3070.0,11787.0
"Highland County, OH","10,000 - $24,999",4460.0,52121.0
"Highland County, OH","25,000 - $49,999",5330.0,151434.0
"Highland County, OH","50,000 - $74,999",2530.0,114872.0
"Highland County, OH","75,000 - $99,999",1360.0,87304.0
"Highland County, OH","100,000 - $199,999",1100.0,90517.0
"Highland County, OH","$200,000 or more",140.0,16799.0
"Hocking County, OH",Under $1,140.0,565.0
"Hocking County, OH","1 - $9,999",1910.0,7914.0
"Hocking County, OH","10,000 - $24,999",3070.0,38526.0
"Hocking County, OH","25,000 - $49,999",3460.0,97676.0
"Hocking County, OH","50,000 - $74,999",1780.0,83418.0
"Hocking County, OH","75,000 - $99,999",950.0,62798.0
"Hocking County, OH","100,000 - $199,999",800.0,72289.0
"Hocking County, OH","$200,000 or more",130.0,18664.0
"Holmes County, OH",Under $1,200.0,1207.0
"Holmes County, OH","1 - $9,999",2240.0,8253.0
"Holmes County, OH","10,000 - $24,999",4090.0,54455.0
"Holmes County, OH","25,000 - $49,999",5770.0,160993.0
"Holmes County, OH","50,000 - $74,999",2400.0,97687.0
"Holmes County, OH","75,000 - $99,999",1150.0,60178.0
"Holmes County, OH","100,000 - $199,999",880.0,54195.0
"Holmes County, OH","$200,000 or more",370.0,31139.0
"Huron County, OH",Under $1,270.0,1151.0
"Huron County, OH","1 - $9,999",4650.0,18749.0
"Huron County, OH","10,000 - $24,999",6670.0,86872.0
"Huron County, OH","25,000 - $49,999",8060.0,234360.0
"Huron County, OH","50,000 - $74,999",4380.0,202820.0
"Huron County, OH","75,000 - $99,999",2500.0,162631.0
"Huron County, OH","100,000 - $199,999",1980.0,179201.0
"Huron County, OH","$200,000 or more",310.0,48889.0
"Jackson County, OH",Under $1,140.0,499.0
"Jackson County, OH","1 - $9,999",2080.0,9200.0
"Jackson County, OH","10,000 - $24,999",3370.0,42885.0
"Jackson County, OH","25,000 - $49,999",3870.0,113556.0
"Jackson County, OH","50,000 - $74,999",2010.0,96056.0
"Jackson County, OH","75,000 - $99,999",1070.0,73660.0
"Jackson County, OH","100,000 - $199,999",820.0,77962.0
"Jackson County, OH","$200,000 or more",130.0,18924.0
"Jefferson County, OH",Under $1,240.0,1190.0
"Jefferson County, OH","1 - $9,999",4910.0,19766.0
"Jefferson County, OH","10,000 - $24,999",7750.0,91640.0
"Jefferson County, OH","25,000 - $49,999",7820.0,208059.0
"Jefferson County, OH","50,000 - $74,999",4420.0,200115.0
"Jefferson County, OH","75,000 - $99,999",2710.0,175646.0
"Jefferson County, OH","100,000 - $199,999",2450.0,226773.0
"Jefferson County, OH","$200,000 or more",440.0,61221.0
"Knox County, OH",Under $1,330.0,1562.0
"Knox County, OH","1 - $9,999",4100.0,16148.0
"Knox County, OH","10,000 - $24,999",5900.0,71837.0
"Knox County, OH","25,000 - $49,999",7310.0,198017.0
"Knox County, OH","50,000 - $74,999",4280.0,196117.0
"Knox County, OH","75,000 - $99,999",2520.0,162932.0
"Knox County, OH","100,000 - $199,999",2220.0,200676.0
"Knox County, OH","$200,000 or more",420.0,109815.0
"Lake County, OH",Under $1,1230.0,7562.0
"Lake County, OH","1 - $9,999",17650.0,67893.0
"Lake County, OH","10,000 - $24,999",23820.0,297525.0
"Lake County, OH","25,000 - $49,999",30920.0,898994.0
"Lake County, OH","50,000 - $74,999",19610.0,917830.0
"Lake County, OH","75,000 - $99,999",12470.0,817655.0
"Lake County, OH","100,000 - $199,999",13720.0,1365022.0
"Lake County, OH","$200,000 or more",3000.0,698200.0
"Lawrence County, OH",Under $1,200.0,1028.0
"Lawrence County, OH","1 - $9,999",3920.0,16920.0
"Lawrence County, OH","10,000 - $24,999",6650.0,87001.0
"Lawrence County, OH","25,000 - $49,999",6690.0,187989.0
"Lawrence County, OH","50,000 - $74,999",3530.0,170871.0
"Lawrence County, OH","75,000 - $99,999",2140.0,147009.0
"Lawrence County, OH","100,000 - $199,999",1960.0,194958.0
"Lawrence County, OH","$200,000 or more",320.0,68972.0
"Licking County, OH",Under $1,790.0,4039.0
"Licking County, OH","1 - $9,999",12080.0,49566.0
"Licking County, OH","10,000 - $24,999",16930.0,216487.0
"Licking County, OH","25,000 - $49,999",19360.0,546314.0
"Licking County, OH","50,000 - $74,999",12590.0,588003.0
"Licking County, OH","75,000 - $99,999",8200.0,547317.0
"Licking County, OH","100,000 - $199,999",9220.0,930014.0
"Licking County, OH","$200,000 or more",1710.0,364637.0
"Logan County, OH",Under $1,220.0,1384.0
"Logan County, OH","1 - $9,999",3470.0,13868.0
"Logan County, OH","10,000 - $24,999",4830.0,61719.0
"Logan County, OH","25,000 - $49,999",5990.0,170144.0
"Logan County, OH","50,000 - $74,999",3580.0,172862.0
"Logan County, OH","75,000 - $99,999",2100.0,138032.0
"Logan County, OH","100,000 - $199,999",1900.0,173394.0
"Logan County, OH","$200,000 or more",310.0,37463.0
"Lorain County, OH",Under $1,1420.0,9372.0
"Lorain County, OH","1 - $9,999",22950.0,93304.0
"Lorain County, OH","10,000 - $24,999",32350.0,406709.0
"Lorain County, OH","25,000 - $49,999",34650.0,963032.0
"Lorain County, OH","50,000 - $74,999",21930.0,1010453.0
"Lorain County, OH","75,000 - $99,999",14230.0,925569.0
"Lorain County, OH","100,000 - $199,999",16100.0,1619492.0
"Lorain County, OH","$200,000 or more",3730.0,858418.0
"Lucas County, OH",Under $1,2100.0,10091.0
"Lucas County, OH","1 - $9,999",33600.0,146755.0
"Lucas County, OH","10,000 - $24,999",50820.0,663363.0
"Lucas County, OH","25,000 - $49,999",49890.0,1421075.0
"Lucas County, OH","50,000 - $74,999",27610.0,1269490.0
"Lucas County, OH","75,000 - $99,999",16160.0,1038428.0
"Lucas County, OH","100,000 - $199,999",18170.0,1762419.0
"Lucas County, OH","$200,000 or more",5030.0,1206959.0
"Madison County, OH",Under $1,170.0,1065.0
"Madison County, OH","1 - $9,999",2830.0,11541.0
"Madison County, OH","10,000 - $24,999",3750.0,48026.0
"Madison County, OH","25,000 - $49,999",4900.0,140882.0
"Madison County, OH","50,000 - $74,999",2970.0,136626.0
"Madison County, OH","75,000 - $99,999",1880.0,122140.0
"Madison County, OH","100,000 - $199,999",2050.0,200299.0
"Madison County, OH","$200,000 or more",440.0,79222.0
"Mahoning County, OH",Under $1,1280.0,6972.0
"Mahoning County, OH","1 - $9,999",19230.0,79441.0
"Mahoning County, OH","10,000 - $24,999",28610.0,344530.0
"Mahoning County, OH","25,000 - $49,999",27860.0,751497.0
"Mahoning County, OH","50,000 - $74,999",15480.0,682096.0
"Mahoning County, OH","75,000 - $99,999",8980.0,566046.0
"Mahoning County, OH","100,000 - $199,999",8800.0,823690.0
"Mahoning County, OH","$200,000 or more",2310.0,505492.0
"Marion County, OH",Under $1,240.0,1024.0
"Marion County, OH","1 - $9,999",4430.0,18108.0
"Marion County, OH","10,000 - $24,999",7010.0,90319.0
"Marion County, OH","25,000 - $49,999",7970.0,234894.0
"Marion County, OH","50,000 - $74,999",3890.0,179497.0
"Marion County, OH","75,000 - $99,999",2270.0,143856.0
"Marion County, OH","100,000 - $199,999",1880.0,164711.0
"Marion County, OH","$200,000 or more",320.0,53750.0
"Medina County, OH",Under $1,910.0,6535.0
"Medina County, OH","1 - $9,999",13190.0,52270.0
"Medina County, OH","10,000 - $24,999",15380.0,190966.0
"Medina County, OH","25,000 - $49,999",19490.0,546868.0
"Medina County, OH","50,000 - $74,999",14170.0,660743.0
"Medina County, OH","75,000 - $99,999",10290.0,681957.0
"Medina County, OH","100,000 - $199,999",13530.0,1430749.0
"Medina County, OH","$200,000 or more",3460.0,829853.0
"Meigs County, OH",Under $1,90.0,0.0
"Meigs County, OH","1 - $9,999",1410.0,6106.0
"Meigs County, OH","10,000 - $24,999",2400.0,28886.0
"Meigs County, OH","25,000 - $49,999",2430.0,64748.0
"Meigs County, OH","50,000 - $74,999",1310.0,58986.0
"Meigs County, OH","75,000 - $99,999",820.0,55879.0
"Meigs County, OH","100,000 - $199,999",600.0,57317.0
"Meigs County, OH","$200,000 or more",60.0,8324.0
"Mercer County, OH",Under $1,240.0,2499.0
"Mercer County, OH","1 - $9,999",3290.0,14059.0
"Mercer County, OH","10,000 - $24,999",3860.0,48387.0
"Mercer County, OH","25,000 - $49,999",5920.0,180196.0
"Mercer County, OH","50,000 - $74,999",3290.0,155880.0
"Mercer County, OH","75,000 - $99,999",2070.0,137262.0
"Mercer County, OH","100,000 - $199,999",1840.0,161416.0
"Mercer County, OH","$200,000 or more",440.0,70139.0
"Miami County, OH",Under $1,540.0,2069.0
"Miami County, OH","1 - $9,999",7690.0,29885.0
"Miami County, OH","10,000 - $24,999",10480.0,134997.0
"Miami County, OH","25,000 - $49,999",12990.0,373336.0
"Miami County, OH","50,000 - $74,999",7760.0,363114.0
"Miami County, OH","75,000 - $99,999",5080.0,335772.0
"Miami County, OH","100,000 - $199,999",5390.0,526135.0
"Miami County, OH","$200,000 or more",1070.0,210200.0
"Monroe County, OH",Under $1,80.0,491.0
"Monroe County, OH","1 - $9,999",920.0,3386.0
"Monroe County, OH","10,000 - $24,999",1520.0,16333.0
"Monroe County, OH","25,000 - $49,999",1470.0,36415.0
"Monroe County, OH","50,000 - $74,999",880.0,37508.0
"Monroe County, OH","75,000 - $99,999",640.0,38653.0
"Monroe County, OH","100,000 - $199,999",610.0,43564.0
"Monroe County, OH","$200,000 or more",280.0,12203.0
"Montgomery County, OH",Under $1,2660.0,11888.0
"Montgomery County, OH","1 - $9,999",39430.0,162230.0
"Montgomery County, OH","10,000 - $24,999",63270.0,805989.0
"Montgomery County, OH","25,000 - $49,999",65260.0,1832907.0
"Montgomery County, OH","50,000 - $74,999",35670.0,1617077.0
"Montgomery County, OH","75,000 - $99,999",21020.0,1320980.0
"Montgomery County, OH","100,000 - $199,999",22940.0,2132936.0
"Montgomery County, OH","$200,000 or more",5510.0,1202125.0
"Morgan County, OH",Under $1,80.0,0.0
"Morgan County, OH","1 - $9,999",1010.0,3889.0
"Morgan County, OH","10,000 - $24,999",1460.0,16319.0
"Morgan County, OH","25,000 - $49,999",1620.0,44683.0
"Morgan County, OH","50,000 - $74,999",970.0,45389.0
"Morgan County, OH","75,000 - $99,999",470.0,30168.0
"Morgan County, OH","100,000 - $199,999",350.0,32377.0
"Morgan County, OH","$200,000 or more",30.0,3356.0
"Morrow County, OH",Under $1,160.0,578.0
"Morrow County, OH","1 - $9,999",2230.0,8456.0
"Morrow County, OH","10,000 - $24,999",3440.0,42706.0
"Morrow County, OH","25,000 - $49,999",4330.0,126563.0
"Morrow County, OH","50,000 - $74,999",2450.0,119661.0
"Morrow County, OH","75,000 - $99,999",1430.0,96986.0
"Morrow County, OH","100,000 - $199,999",1210.0,115035.0
"Morrow County, OH","$200,000 or more",160.0,25803.0
"Muskingum County, OH",Under $1,430.0,2446.0
"Muskingum County, OH","1 - $9,999",6640.0,27683.0
"Muskingum County, OH","10,000 - $24,999",9980.0,129576.0
"Muskingum County, OH","25,000 - $49,999",10300.0,294328.0
"Muskingum County, OH","50,000 - $74,999",5600.0,263132.0
"Muskingum County, OH","75,000 - $99,999",3120.0,207514.0
"Muskingum County, OH","100,000 - $199,999",2750.0,261323.0
"Muskingum County, OH","$200,000 or more",570.0,129370.0
"Noble County, OH",Under $1,60.0,0.0
"Noble County, OH","1 - $9,999",720.0,3124.0
"Noble County, OH","10,000 - $24,999",1150.0,14249.0
"Noble County, OH","25,000 - $49,999",1430.0,39226.0
"Noble County, OH","50,000 - $74,999",850.0,40719.0
"Noble County, OH","75,000 - $99,999",510.0,32611.0
"Noble County, OH","100,000 - $199,999",460.0,36699.0
"Noble County, OH","$200,000 or more",170.0,9109.0
"Ottawa County, OH",Under $1,230.0,1351.0
"Ottawa County, OH","1 - $9,999",3260.0,12862.0
"Ottawa County, OH","10,000 - $24,999",4460.0,52693.0
"Ottawa County, OH","25,000 - $49,999",5060.0,127291.0
"Ottawa County, OH","50,000 - $74,999",3440.0,142866.0
"Ottawa County, OH","75,000 - $99,999",2310.0,138975.0
"Ottawa County, OH","100,000 - $199,999",2400.0,212667.0
"Ottawa County, OH","$200,000 or more",410.0,75119.0
"Paulding County, OH",Under $1,110.0,2304.0
"Paulding County, OH","1 - $9,999",1330.0,5112.0
"Paulding County, OH","10,000 - $24,999",1910.0,22689.0
"Paulding County, OH","25,000 - $49,999",2660.0,75297.0
"Paulding County, OH","50,000 - $74,999",1420.0,64464.0
"Paulding County, OH","75,000 - $99,999",800.0,52344.0
"Paulding County, OH","100,000 - $199,999",620.0,52130.0
"Paulding County, OH","$200,000 or more",110.0,10555.0
"Perry County, OH",Under $1,160.0,557.0
"Perry County, OH","1 - $9,999",2470.0,9760.0
"Perry County, OH","10,000 - $24,999",3560.0,45500.0
"Perry County, OH","25,000 - $49,999",4230.0,125958.0
"Perry County, OH","50,000 - $74,999",2380.0,117401.0
"Perry County, OH","75,000 - $99,999",1300.0,91260.0
"Perry County, OH","100,000 - $199,999",970.0,92341.0
"Perry County, OH","$200,000 or more",120.0,23072.0
"Pickaway County, OH",Under $1,260.0,2055.0
"Pickaway County, OH","1 - $9,999",3420.0,14107.0
"Pickaway County, OH","10,000 - $24,999",5100.0,63386.0
"Pickaway County, OH","25,000 - $49,999",6190.0,175436.0
"Pickaway County, OH","50,000 - $74,999",3930.0,186653.0
"Pickaway County, OH","75,000 - $99,999",2560.0,172010.0
"Pickaway County, OH","100,000 - $199,999",2560.0,244510.0
"Pickaway County, OH","$200,000 or more",350.0,53341.0
"Pike County, OH",Under $1,130.0,681.0
"Pike County, OH","1 - $9,999",1830.0,7667.0
"Pike County, OH","10,000 - $24,999",2880.0,35220.0
"Pike County, OH","25,000 - $49,999",2840.0,77226.0
"Pike County, OH","50,000 - $74,999",1570.0,72208.0
"Pike County, OH","75,000 - $99,999",880.0,59859.0
"Pike County, OH","100,000 - $199,999",890.0,83966.0
"Pike County, OH","$200,000 or more",80.0,11373.0
"Portage County, OH",Under $1,870.0,6159.0
"Portage County, OH","1 - $9,999",11780.0,50150.0
"Portage County, OH","10,000 - $24,999",15680.0,203236.0
"Portage County, OH","25,000 - $49,999",19010.0,543857.0
"Portage County, OH","50,000 - $74,999",11610.0,544006.0
"Portage County, OH","75,000 - $99,999",7240.0,476799.0
"Portage County, OH","100,000 - $199,999",7920.0,774559.0
"Portage County, OH","$200,000 or more",1850.0,442992.0
"Preble County, OH",Under $1,220.0,885.0
"Preble County, OH","1 - $9,999",2820.0,11193.0
"Preble County, OH","10,000 - $24,999",4450.0,53167.0
"Preble County, OH","25,000 - $49,999",5360.0,149895.0
"Preble County, OH","50,000 - $74,999",3190.0,149781.0
"Preble County, OH","75,000 - $99,999",1820.0,118435.0
"Preble County, OH","100,000 - $199,999",1360.0,120645.0
"Preble County, OH","$200,000 or more",190.0,29905.0
"Putnam County, OH",Under $1,140.0,976.0
"Putnam County, OH","1 - $9,999",2760.0,11141.0
"Putnam County, OH","10,000 - $24,999",2960.0,37391.0
"Putnam County, OH","25,000 - $49,999",4740.0,139383.0
"Putnam County, OH","50,000 - $74,999",2740.0,126483.0
"Putnam County, OH","75,000 - $99,999",1870.0,126713.0
"Putnam County, OH","100,000 - $199,999",1920.0,183226.0
"Putnam County, OH","$200,000 or more",300.0,43082.0
"Richland County, OH",Under $1,560.0,2755.0
"Richland County, OH","1 - $9,999",9430.0,37294.0
"Richland County, OH","10,000 - $24,999",14350.0,181337.0
"Richland County, OH","25,000 - $49,999",15380.0,424444.0
"Richland County, OH","50,000 - $74,999",7950.0,358482.0
"Richland County, OH","75,000 - $99,999",4540.0,289848.0
"Richland County, OH","100,000 - $199,999",3860.0,337068.0
"Richland County, OH","$200,000 or more",750.0,149438.0
"Ross County, OH",Under $1,320.0,1112.0
"Ross County, OH","1 - $9,999",5040.0,21039.0
"Ross County, OH","10,000 - $24,999",7860.0,99270.0
"Ross County, OH","25,000 - $49,999",8550.0,240368.0
"Ross County, OH","50,000 - $74,999",5120.0,240696.0
"Ross County, OH","75,000 - $99,999",2780.0,184512.0
"Ross County, OH","100,000 - $199,999",2430.0,221772.0
"Ross County, OH","$200,000 or more",400.0,76973.0
"Sandusky County, OH",Under $1,240.0,1575.0
"Sandusky County, OH","1 - $9,999",4650.0,19347.0
"Sandusky County, OH","10,000 - $24,999",6820.0,86404.0
"Sandusky County, OH","25,000 - $49,999",8590.0,249079.0
"Sandusky County, OH","50,000 - $74,999",4680.0,220140.0
"Sandusky County, OH","75,000 - $99,999",2640.0,171114.0
"Sandusky County, OH","100,000 - $199,999",2180.0,198918.0
"Sandusky County, OH","$200,000 or more",310.0,46668.0
"Scioto County, OH",Under $1,370.0,1156.0
"Scioto County, OH","1 - $9,999",4670.0,19315.0
"Scioto County, OH","10,000 - $24,999",7830.0,95583.0
"Scioto County, OH","25,000 - $49,999",7170.0,195447.0
"Scioto County, OH","50,000 - $74,999",3990.0,183088.0
"Scioto County, OH","75,000 - $99,999",2380.0,156780.0
"Scioto County, OH","100,000 - $199,999",2240.0,213419.0
"Scioto County, OH","$200,000 or more",370.0,78255.0
"Seneca County, OH",Under $1,270.0,1058.0
"Seneca County, OH","1 - $9,999",4140.0,17268.0
"Seneca County, OH","10,000 - $24,999",6170.0,80154.0
"Seneca County, OH","25,000 - $49,999",7960.0,233141.0
"Seneca County, OH","50,000 - $74,999",3760.0,174305.0
"Seneca County, OH","75,000 - $99,999",2240.0,143705.0
"Seneca County, OH","100,000 - $199,999",1710.0,150372.0
"Seneca County, OH","$200,000 or more",290.0,39895.0
"Shelby County, OH",Under $1,250.0,874.0
"Shelby County, OH","1 - $9,999",3730.0,15732.0
"Shelby County, OH","10,000 - $24,999",4810.0,63984.0
"Shelby County, OH","25,000 - $49,999",6730.0,208067.0
"Shelby County, OH","50,000 - $74,999",3710.0,180782.0
"Shelby County, OH","75,000 - $99,999",2270.0,153204.0
"Shelby County, OH","100,000 - $199,999",2060.0,199848.0
"Shelby County, OH","$200,000 or more",420.0,74668.0
"Stark County, OH",Under $1,1800.0,9417.0
"Stark County, OH","1 - $9,999",29210.0,118666.0
"Stark County, OH","10,000 - $24,999",43090.0,548276.0
"Stark County, OH","25,000 - $49,999",47310.0,1321614.0
"Stark County, OH","50,000 - $74,999",26670.0,1226672.0
"Stark County, OH","75,000 - $99,999",16110.0,1048796.0
"Stark County, OH","100,000 - $199,999",15840.0,1523794.0
"Stark County, OH","$200,000 or more",4100.0,895292.0
"Summit County, OH",Under $1,2880.0,16719.0
"Summit County, OH","1 - $9,999",42170.0,173786.0
"Summit County, OH","10,000 - $24,999",59460.0,762988.0
"Summit County, OH","25,000 - $49,999",65910.0,1894412.0
"Summit County, OH","50,000 - $74,999",38050.0,1757397.0
"Summit County, OH","75,000 - $99,999",23190.0,1500545.0
"Summit County, OH","100,000 - $199,999",27950.0,2806381.0
"Summit County, OH","$200,000 or more",9200.0,2381452.0
"Trumbull County, OH",Under $1,1020.0,4799.0
"Trumbull County, OH","1 - $9,999",16140.0,64429.0
"Trumbull County, OH","10,000 - $24,999",25570.0,295472.0
"Trumbull County, OH","25,000 - $49,999",27210.0,707665.0
"Trumbull County, OH","50,000 - $74,999",14600.0,632961.0
"Trumbull County, OH","75,000 - $99,999",7900.0,491924.0
"Trumbull County, OH","100,000 - $199,999",6640.0,600587.0
"Trumbull County, OH","$200,000 or more",1230.0,224464.0
"Tuscarawas County, OH",Under $1,410.0,2797.0
"Tuscarawas County, OH","1 - $9,999",6550.0,27727.0
"Tuscarawas County, OH","10,000 - $24,999",10180.0,134869.0
"Tuscarawas County, OH","25,000 - $49,999",13050.0,380676.0
"Tuscarawas County, OH","50,000 - $74,999",7070.0,333791.0
"Tuscarawas County, OH","75,000 - $99,999",3870.0,254890.0
"Tuscarawas County, OH","100,000 - $199,999",3200.0,290149.0
